frontal_axis_reading(g),vertical_axis_reading(g),lateral_axis_reading(g),activity
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.2452,-0.082679,-0.059296,3
1.0811,-0.0022966,-0.12771,3
1.0811,-0.0022966,-0.12771,3
1.0811,-0.0022966,-0.12771,3
1.0811,-0.0022966,-0.12771,3
1.0811,-0.0022966,-0.12771,3
1.0811,-0.0022966,-0.12771,3
1.2218,-0.071196,-0.070699,3
1.2218,-0.071196,-0.070699,3
1.2218,-0.071196,-0.070699,3
1.2218,-0.071196,-0.070699,3
1.2218,-0.071196,-0.070699,3
1.2218,-0.071196,-0.070699,3
1.0107,0.055119,-0.18473,3
1.0107,0.055119,-0.18473,3
1.0107,0.055119,-0.18473,3
1.0107,0.055119,-0.18473,3
1.0107,0.055119,-0.18473,3
1.0107,0.055119,-0.18473,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.2101,-0.048229,-0.093505,3
1.1163,-0.0022966,-0.11631,3
1.1163,-0.0022966,-0.11631,3
1.1163,-0.0022966,-0.11631,3
1.1163,-0.0022966,-0.11631,3
1.1163,-0.0022966,-0.11631,3
1.1163,-0.0022966,-0.11631,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.257,-0.082679,-0.070699,3
1.2335,-0.071196,-0.070699,3
1.2335,-0.071196,-0.070699,3
1.2335,-0.071196,-0.070699,3
1.2335,-0.071196,-0.070699,3
1.2335,-0.071196,-0.070699,3
1.2335,-0.071196,-0.070699,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.1514,-0.036746,-0.10491,3
1.0811,0.0091865,-0.15052,3
1.0811,0.0091865,-0.15052,3
1.0811,0.0091865,-0.15052,3
1.0811,0.0091865,-0.15052,3
1.0811,0.0091865,-0.15052,3
1.0811,0.0091865,-0.15052,3
1.0107,0.043636,-0.16192,3
1.0107,0.043636,-0.16192,3
1.0107,0.043636,-0.16192,3
1.0107,0.043636,-0.16192,3
1.0107,0.043636,-0.16192,3
1.0107,0.043636,-0.16192,3
1.2335,-0.059712,-0.082102,3
1.2335,-0.059712,-0.082102,3
1.2335,-0.059712,-0.082102,3
1.2335,-0.059712,-0.082102,3
1.2335,-0.059712,-0.082102,3
1.2335,-0.059712,-0.082102,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.0342,0.032153,-0.17333,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.2687,-0.071196,-0.059296,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.032153,-0.15052,3
1.0576,0.02067,-0.15052,3
1.0576,0.02067,-0.15052,3
1.0576,0.02067,-0.15052,3
1.0576,0.02067,-0.15052,3
1.0576,0.02067,-0.15052,3
1.0576,0.02067,-0.15052,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2804,-0.094162,-0.059296,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2452,-0.071196,-0.070699,3
1.2101,-0.048229,-0.070699,3
1.2101,-0.048229,-0.070699,3
1.2101,-0.048229,-0.070699,3
1.2101,-0.048229,-0.070699,3
1.2101,-0.048229,-0.070699,3
1.2101,-0.048229,-0.070699,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.0694,0.02067,-0.13912,3
1.339,-0.094162,-0.03649,3
1.339,-0.094162,-0.03649,3
1.339,-0.094162,-0.03649,3
1.339,-0.094162,-0.03649,3
1.339,-0.094162,-0.03649,3
1.339,-0.094162,-0.03649,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
1.0576,0.0091865,-0.16192,3
0.96383,0.055119,-0.18473,3
0.96383,0.055119,-0.18473,3
0.96383,0.055119,-0.18473,3
0.96383,0.055119,-0.18473,3
0.96383,0.055119,-0.18473,3
0.96383,0.055119,-0.18473,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.128,-0.0022966,-0.11631,3
1.2921,-0.082679,-0.047893,3
1.2921,-0.082679,-0.047893,3
1.2921,-0.082679,-0.047893,3
1.2921,-0.082679,-0.047893,3
1.2921,-0.082679,-0.047893,3
1.2921,-0.082679,-0.047893,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.0342,0.043636,-0.16192,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
1.1514,0.23885,-0.082102,3
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
0.82312,0.65224,0.33981,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
-0.15009,1.0312,0.066138,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.28376,0.99674,-0.025087,1
0.27203,1.0082,-0.013684,1
0.27203,1.0082,-0.013684,1
0.27203,1.0082,-0.013684,1
0.27203,1.0082,-0.013684,1
0.27203,1.0082,-0.013684,1
0.27203,1.0082,-0.013684,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.2603,0.99674,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.23685,1.0197,-0.025087,1
0.38928,0.92784,0.054735,1
0.38928,0.92784,0.054735,1
0.38928,0.92784,0.054735,1
0.38928,0.92784,0.054735,1
0.38928,0.92784,0.054735,1
0.38928,0.92784,0.054735,1
0.30721,0.97377,0.031928,1
0.30721,0.97377,0.031928,1
0.30721,0.97377,0.031928,1
0.30721,0.97377,0.031928,1
0.30721,0.97377,0.031928,1
0.30721,0.97377,0.031928,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.15478,1.0427,-0.047893,1
0.17823,1.0312,-0.03649,1
0.17823,1.0312,-0.03649,1
0.17823,1.0312,-0.03649,1
0.17823,1.0312,-0.03649,1
0.17823,1.0312,-0.03649,1
0.17823,1.0312,-0.03649,1
0.15478,1.0427,-0.03649,1
0.15478,1.0427,-0.03649,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.24858,1.0312,-0.0022806,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.23685,1.0312,-0.025087,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.43619,0.92784,0.077541,1
0.22513,1.0197,-0.013684,1
0.22513,1.0197,-0.013684,1
0.22513,1.0197,-0.013684,1
0.22513,1.0197,-0.013684,1
0.22513,1.0197,-0.013684,1
0.22513,1.0197,-0.013684,1
0.29548,1.0082,0.0091224,1
0.29548,1.0082,0.0091224,1
0.29548,1.0082,0.0091224,1
0.29548,1.0082,0.0091224,1
0.29548,1.0082,0.0091224,1
0.29548,1.0082,0.0091224,1
0.29548,0.99674,0.0091224,1
0.29548,0.99674,0.0091224,1
0.29548,0.99674,0.0091224,1
0.29548,0.99674,0.0091224,1
0.29548,0.99674,0.0091224,1
0.29548,0.99674,0.0091224,1
0.45964,0.90487,0.088944,1
0.45964,0.90487,0.088944,1
0.45964,0.90487,0.088944,1
0.45964,0.90487,0.088944,1
0.45964,0.90487,0.088944,1
0.45964,0.90487,0.088944,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.33066,0.97377,0.043332,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.38928,0.96229,0.066138,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.50654,0.91636,0.12315,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.22513,1.0312,-0.013684,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.28376,1.0082,0.0091224,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.18995,1.0312,-0.03649,1
0.2603,0.99674,-0.0022806,1
0.2603,0.99674,-0.0022806,1
0.2603,0.99674,-0.0022806,1
0.2603,0.99674,-0.0022806,1
0.2603,0.99674,-0.0022806,1
0.2603,0.99674,-0.0022806,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.17823,1.0312,-0.047893,1
0.22513,1.0082,-0.013684,1
0.22513,1.0082,-0.013684,1
0.22513,1.0082,-0.013684,1
0.22513,1.0082,-0.013684,1
0.22513,1.0082,-0.013684,1
0.22513,1.0082,-0.013684,1
0.54171,0.90487,0.13456,1
0.54171,0.90487,0.13456,1
0.54171,0.90487,0.13456,1
0.54171,0.90487,0.13456,1
0.54171,0.90487,0.13456,1
0.54171,0.90487,0.13456,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.15478,1.0312,-0.047893,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.18995,1.0312,-0.025087,1
0.45964,0.92784,0.10035,1
0.45964,0.92784,0.10035,1
0.45964,0.92784,0.10035,1
0.45964,0.92784,0.10035,1
0.45964,0.92784,0.10035,1
0.45964,0.92784,0.10035,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.2134,1.0312,-0.03649,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.42446,0.93932,0.077541,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.29548,0.99674,-0.0022806,1
0.34238,0.97377,0.043332,1
0.34238,0.97377,0.043332,1
0.34238,0.97377,0.043332,1
0.34238,0.97377,0.043332,1
0.34238,0.97377,0.043332,1
0.34238,0.97377,0.043332,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.35411,0.95081,0.054735,1
0.28376,1.0082,0.020525,1
0.28376,1.0082,0.020525,1
0.28376,1.0082,0.020525,1
0.28376,1.0082,0.020525,1
0.28376,1.0082,0.020525,1
0.28376,1.0082,0.020525,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.22513,1.0197,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2134,1.0312,-0.025087,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.2603,1.0082,-0.0022806,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.35411,0.95081,0.043332,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
0.50654,0.91636,0.10035,1
